Name,Title,department,Education
 Armin D. Weinberg,. Adjunct Professor of Kinesiology, Assistant Professor of Chemical and Biomolecular Engineering,"BSc (1966), PhD (1971) Ohio State University"
 Melissa Weininger,. Anna Smith Fine Lecturer of Jewish Studies, Assistant Professor of Chemical and Biomolecular Engineering,BA (1996) Harvard University; PhD (2010) University of Chicago
 Kelly Weinersmith,. Adjunct Assistant Professor of BioSciences, Assistant Professor of Chemical and Biomolecular Engineering,"BS (2004), MS (2007) Bowling Green State University; PhD (2014) University of California-Davis"
 R. Bruce Weisman,. Professor of Chemistry, Associate Chair for Teaching,BA (1971) Johns Hopkins University; PhD (1977) University of Chicago
 Jon Weisheit,. Adjunct Professor of Physics and Astronomy, Associate Chair for Teaching,"BS (1966) University of Texas; MS (1969), PhD (1970) Rice University "
 Theodore G. Wensel,.  Adjunct Professor of BioSciences, Associate Chair for Teaching,BS (1980) University of South Florida; PhD (1984) University of California
 Julian West,.  Assistant Professor of Chemistry, Associate Chair for Teaching,"BScH (2013) University of British Columbia Vancouver; MA (2014), PhD (2017) Princeton University"
 James P. Weston,. Harmon Whittington Professor in Finance, Associate Chair for Teaching,"BA (1993) Trinity College; MA (1996), PhD (2000) University of Virginia"
 Matthew Wettergreen,. Associate Teaching Professor in Bioengineering, Oshman Engineering Design Kitchen,BS (2001) University of Illinois at Chicago; PhD (2008) Rice University
 Frank S. White,. Lecturer of Architecture, Oshman Engineering Design Kitchen,BS (1977) Rochester Institute of Technology
 Sheila Whitford,. Lecturer of Education, Oshman Engineering Design Kitchen,"BA (1970) Texas Woman’s University; MBA (1983) University of Houston, Clear Lake"
 Kenton H. Whitmire,. Associate Dean of the Wiess School of Natural Sciences, Professor of Chemistry,"BS (1977) Roanoke College; MS (1978), PhD (1982) Northwestern University"
 Mihriban Whitmore,. Adjunct Assistant Professor of Psychological Sciences, Professor of Chemistry,"BS (1983) Middle East Technical University; MS (1988), PhD (1991) Wichita State University"
 Peggy Whitson,. Adjunct Associate Professor of BioSciences, Professor of Chemistry,BS (1981) Iowa Wesleyan College; PhD (1986) Rice University
 Hadley Wickham,. Adjunct Professor of Statistics, Professor of Chemistry,BHB (1999) University of Auckland; B.Sc (2002) University of Auckland; M.Sc (2004) University of Auckland; PhD (2008) Iowa State University
 Lora Wildenthal,. John Antony Weir Professor of History, Professor of Chemistry,"BA (1987) Rice University; MA (1991), PhD (1994) University of Michigan"
 Jennifer S. Wilson,. Senior Lecturer and Director of the Program in Writing and Communication, Professor of Chemistry,​BA (1993) Rice University; MA (2004) University of Houston; PhD (2012) University of Toronto
 Patrick “Burke” Wilson,. Lecturer of Kinesiology, Professor of Chemistry,BA (2003) Texas A&M University; DPT (2012) UT Southwestern Medical Center
 Rick K. Wilson,. Herbert S. Autrey Professor of Political Science, Professor of Statistics and of Psychological Sciences,"BA (1975), MA (1977) Creighton University; PhD (1982) Indiana University"
 Duane Windsor,. Lynette S. Autrey Professor of Management, Professor of Statistics and of Psychological Sciences,"BA (1969) Rice University; AM (1973), PhD (1978) Harvard University"
 Rachel T. Winer,. Adjunct Assistant Professor of Psychological Sciences, Professor of Statistics and of Psychological Sciences,"BA (1992) Barnard College; MA (2000), PhD (2002) St. John’s University"
 Kathleen Winkler,. Dorothy Richard Starling Chair of Classical Violin, Professor of Statistics and of Psychological Sciences,BMus (1972) Indiana University; MMus (1974) University of Michigan
 Geoffrey L. Winningham,. Lynette S. Autrey Professor of Humanities, Professor of Visual and Dramatic Arts,BA (1965) Rice University; MS (1968) Illinois Institute of Technology
 David Woffinden,. Adjunct Professor of Mechanical Engineering, Professor of Visual and Dramatic Arts,BS (2002) Arizona State University; MS (2004) Massachusetts Institute of Technology; PhD (2008) Utah State University
 Michael Wolf,. Milton B. Porter Professor, Professor of Mathematics,BS (1981) Yale University; PhD (1986) Stanford University
 Cary E. Wolfe,. Bruce and Elizabeth Dunlevie Professor of English, Director for Center for Critical and Cultural Theory,"BA (1984), MA (1986) University of North Carolina–Chapel Hill; PhD (1990) Duke University"
 Peter G. Wolynes,. D.R.Bullard-Welch Foundation Professor of Science, Professor of Chemistry,AB (1971) Indiana University; AM (1972) Harvard University; PhD (1976) Harvard University
 Michael S. Wong,. Tina and Sunit Patel Professor in Molecular Nanotechnology, Professor of Chemical and Biomolecular Engineering,"BS (1994) California Institute of Technology; MS (1997), PhD (2000) Massachusetts Institute of Technology"
 Stephen B. Wong,. Lecturer of Computer Science, Professor of Chemical and Biomolecular Engineering,BA (1981) Swarthmore College; PhD (1988) Massachusetts Institute of Technology
 Philip R. Wood,. Associate Professor of French Studies, Professor of Chemical and Biomolecular Engineering,BA (1974) University of Cape Town; MA (1980) University of York; PhD (1988) Yale University
 Gary L. Woods,. Distinguished Professor in the Practice of Electrical and Computer Engineering, Professor of Chemical and Biomolecular Engineering,"BA, BSEE (1988) Rice University; MS (1991), PhD (1997) Stanford University"
 Kevin C. Wooten,. Adjunct Professor of Psychological Sciences, Professor of Chemical and Biomolecular Engineering,"BA (1976), MA (1978) University of Houston–Clear Lake; PhD (1991) Tulane University"
 David S. Worth,. Senior Lecturer of Humanities, Director of Forensics,"BA (1992), MA (1995) Texas Tech University; PhD (2003) University of Oklahoma"
 Anthony A. Wright,. Adjunct Professor of Psychological Sciences, Director of Forensics,"BA (1965) Stanford University; MA (1970), PhD (1971) Columbia University"
 Han Xiao,. Norman Hackerman-Welch Young Investigator and Assistant Professor of Chemistry, Bioengineering,BS (2010) University of Science and Technology of China; PhD (2015) The Scripps Research Institute
 2020. Associate Professor of Electrical and Computer Engineering and Bioengineering Xie Chong,. Associate Professor of Electrical and Computer Engineering and Bioengineering, Neuroengineering Initiative,BS (2004) University of Science and Technology of China; MS (2006) University of Notre Dame; PhD (2011) Stanford University
 Yuhang Xing,. Associate Professor of Finance, Faculty Director of the El Paso Finance Center,BA (1997) Peking University; MS (1998) Northwestern University; PhD (2003) Columbia University
 Boris I. Yakobson,. Karl F. Hasselmann Professor of Engineering, Professor of Materials Science and NanoEngineering and of Chemistry,MS (1978) Novosibirsk State University; PhD (1982) Russian Academy of Sciences
 Kaiyuan Yang,. Assistant Professor of Electrical and Computer Engineering, Professor of Materials Science and NanoEngineering and of Chemistry,"BS (2012) Tsinghua University, China; MS (2014), PhD (2017) University of Michigan–Ann Arbor"
 Vicky Yao,. Assistant Professor of Computer Science, Professor of Materials Science and NanoEngineering and of Chemistry,"BA (2011), MS (2011) University of Chicago; PhD (2018) Princeton University"
 Vida Yao,. Assistant Professor of Philosophy, Professor of Materials Science and NanoEngineering and of Chemistry,"BA (2009) University of British Columbia; MA (2012), (PhD (2016) University of North Carolina–Chapel Hill"
 Fay Yarbrough,. Professor of History, Associate Dean of Humanities,"BA (1997) Rice University, MA (2000), PhD (2003) Emory University"
 Kasey Leigh Yearty,. Instructor of Chemistry, Associate Dean of Humanities,"BS (2013), PhD (2019) University of Georgia"
 Meng Yeh,. Teaching Professor of Chinese, Associate Dean of Humanities,"BA (1986) Tamkang University; MA (1988), PhD (1993) University of Texas–Austin"
 Robert A. Yekovich,. Elma Schneider Professor of Music, Associate Dean of Humanities,"BMus (1978), MMus (1980) University of Denver; DMA (1991) Columbia University"
 Pablo P. Yepes,. Associate Research Professor of Physics and Astronomy, Associate Dean of Humanities,"BS (1982), MS (1983), PhD (1988) University of Santiago de Compostela"
 Laurence Yeung,. M. Ewing Career Development Associate Professor of Earth, Environmental and Planetary Sciences,BA (2004) Oberlin College; PhD (2010) California Institute of Technology
 Ming Yi,. Assistant Professor of Physics and Astronomy, Environmental and Planetary Sciences,BS (2007) Massachusetts Institute of Technology; PhD (2014) Stanford University
 Julianne M. Yost,. Lecturer of BioSciences, Environmental and Planetary Sciences,BS (2003) Cedar Crest College; PhD (2009) Duke University
 Lam Yu,. Associate Teaching Professor of Physics and Astronomy, Environmental and Planetary Sciences,"BS (2000) Trinity University; MS (2004), PhD (2006) Rice University"
 Siyu Yu,. Assistant Professor of Management, Environmental and Planetary Sciences,"BA, BA (2011) Peking University; MA (2014) University of California–Berkley; MPHil (2018), PhD (2020) New York University"
 Ying Yuan,. Adjunct Professor of Statistics, Environmental and Planetary Sciences,"BS (1995) Huazhong University of Science and Technology, China; MA, MS (2000) Brandeis University; PhD (2005) University of Michigan"
 Harvey E. Yunis,. Andrew W. Mellon Chair in Humanities, Professor of Classical Studies,"BA (1978) Dartmouth College; BA (1982), MA (1985) University of Cambridge; PhD (1987) Harvard University"
 Anastasiya Zavyalova,. Associate Professor of Strategic Management, Professor of Classical Studies,"BS (2006) Methodist University; PhD (2012) University of Maryland, College Park"
 Stephen A. Zeff,. Keith Anderson Professor of Accounting , Professor of Classical Studies,"BS (1955), MS (1957) University of Colorado; MBA (1960), PhD (1962) University of Michigan; Dr. Econ. (Hon.) (1990) Turku School of Economics and Business Administration, Finland; DLitt (Hon.) (2010) University of Waterloo, Canada; Dr. Econ. Mgmt Sci (Hon.) (2011) Universidad de Alcalá, Spain"
 Colin A. Zelt,. Professor of Earth, Environmental and Planetary Sciences,BS (1984) University of Victoria; PhD (1989) University of British Columbia
 David Zhang,. Associate Professor of Bioengineering, Environmental and Planetary Sciences,"BS (2005), PhD (2010) California Institute of Technology"
 Yan Anthea Zhang,. Fayez Sarofim Vanguard Professor of Management, Environmental and Planetary Sciences,"BA (1992), MA (1995) Nanjing University; MA (1997) City University of Hong Kong; PhD (2001) University of Southern California"
 Yuji Zhao,. Associate Professor of Electrical and Computer Engineering, Environmental and Planetary Sciences,BS (2008) Fudan University; PhD (2012) University of California-Santa Barbara
 Lin 2020. Adjunct Professor of Electrical and Computer Engineering Zhong,. Adjunct Professor of Electrical and Computer Engineering, Environmental and Planetary Sciences,"BS (1998), MS (2000) Tsinghua University; PhD (2005) Princeton University"
 Jing Zhou,. Mary Gibbs Jones Professor of Management, Director for Asian Management Research and Education,"BS (1987), MA (1990) Peking University; PhD (1996) University of Illinois–Urbana"
 Hanyu Zhu,. Assistant Professor of Materials Science and NanoEngineering and Physics and Astronomy, Director for Asian Management Research and Education,BS (2011) Tsinghua University; PhD (2016) University of California–Berkeley
 Jian-Xin Zhu,. Adjunct Associate Professor of Physics and Astronomy, Director for Asian Management Research and Education,"BS (1990), MS (1993) Nanjing University; PhD (1997) University of Hong Kong"
 Carissa A. Zimmerman,. Senior Lecturer of Psychological Sciences, Director of Social Sciences Quantitative Methods,"BA (2005) Trinity University; MS (2008), PhD (2010) Florida State University"
 George Zodrow,. Allyn R. and Gladys M. Cline Chair of Economics, Department Chair of Economics,"BA, MME (1973) Rice University; MA (1977), PhD (1980) Princeton University"
 Eugene Zubarev,. Associate Professor of Chemistry, Associate Co-Chair for Graduate Studies,MS (1993) Moscow State University; PhD (1996) Russian Academy of Sciences
 Kyriacos Zygourakis,. A.J. Hartsook Professor of Chemical and Biomolecular Engineering, Professor of Bioengineering,Diploma (1975) National Technical University of Athens; PhD (1981) University of Minnesota
